0.0000E+00 0.0000000E+00
2.0000E-01 0.0000000E+00
4.0000E-01 0.0000000E+00
6.0000E-01 0.0000000E+00
8.0000E-01 0.0000000E+00
1.0000E+00 0.0000000E+00
1.2000E+00 9.4710524E-09
1.4000E+00 1.1079625E-08
1.6000E+00 1.0414646E-08
1.8000E+00 1.0683620E-08
2.0000E+00 1.2392334E-08
2.2000E+00 1.2489446E-08
2.4000E+00 1.2557223E-08
2.6000E+00 1.4615649E-08
2.8000E+00 1.4879963E-08
3.0000E+00 1.7090058E-08
3.2000E+00 1.6850255E-08
3.4000E+00 1.6443031E-08
3.6000E+00 1.8278262E-08
3.8000E+00 1.7915820E-08
4.0000E+00 1.9231334E-08
4.2000E+00 2.0188822E-08
4.4000E+00 1.8328390E-08
4.6000E+00 2.0134332E-08
4.8000E+00 2.0895442E-08
5.0000E+00 2.1279902E-08
5.2000E+00 2.3825303E-08
5.4000E+00 2.3198028E-08
5.6000E+00 2.5221966E-08
5.8000E+00 2.2882645E-08
6.0000E+00 2.3796677E-08
6.2000E+00 2.3226034E-08
6.4000E+00 2.4419103E-08
6.6000E+00 2.4235961E-08
6.8000E+00 2.6954133E-08
7.0000E+00 2.7127057E-08
7.2000E+00 2.7049443E-08
7.4000E+00 2.8789441E-08
7.6000E+00 2.6609279E-08
7.8000E+00 2.9051868E-08
8.0000E+00 2.6958631E-08
8.2000E+00 3.0616050E-08
8.4000E+00 3.0477181E-08
8.6000E+00 3.0025328E-08
8.8000E+00 3.0367543E-08
9.0000E+00 3.2954660E-08
9.2000E+00 3.3757129E-08
9.4000E+00 3.2575248E-08
9.6000E+00 3.4858276E-08
9.8000E+00 3.4470283E-08
1.0000E+01 3.6937114E-08
1.0200E+01 3.8757130E-08
1.0400E+01 3.4111182E-08
1.0600E+01 3.4830739E-08
1.0800E+01 4.7095885E-08
1.1000E+01 4.2060422E-08
1.1200E+01 3.6342588E-08
1.1400E+01 3.8445551E-08
1.1600E+01 3.7823911E-08
1.1800E+01 3.8980676E-08
1.2000E+01 4.1871113E-08
1.2200E+01 4.3030066E-08
1.2400E+01 4.1850593E-08
1.2600E+01 4.2261894E-08
1.2800E+01 4.5746956E-08
1.3000E+01 4.0330436E-08
1.3200E+01 4.1040616E-08
1.3400E+01 4.6159435E-08
1.3600E+01 4.5473874E-08
1.3800E+01 4.9883322E-08
1.4000E+01 4.4259961E-08
1.4200E+01 4.6765973E-08
1.4400E+01 4.7016711E-08
1.4600E+01 5.1464649E-08
1.4800E+01 4.5527537E-08
1.5000E+01 4.9533780E-08
1.5200E+01 4.8017066E-08
1.5400E+01 5.1237260E-08
1.5600E+01 4.8381791E-08
1.5800E+01 4.8878949E-08
1.6000E+01 5.2483529E-08
1.6200E+01 4.8958850E-08
1.6400E+01 5.6644058E-08
1.6600E+01 5.2585928E-08
1.6800E+01 5.9329617E-08
1.7000E+01 5.1752294E-08
1.7200E+01 5.3918496E-08
1.7400E+01 5.0303091E-08
1.7600E+01 5.0479374E-08
1.7800E+01 5.0535275E-08
1.8000E+01 5.2672938E-08
1.8200E+01 5.2372026E-08
1.8400E+01 5.6152820E-08
1.8600E+01 5.4604773E-08
1.8800E+01 6.1266617E-08
1.9000E+01 6.0355436E-08
1.9200E+01 5.4983010E-08
1.9400E+01 5.0930030E-08
1.9600E+01 5.7409012E-08
1.9800E+01 6.5076500E-08
2.0000E+01 6.0218874E-08
2.0200E+01 6.1460710E-08
2.0400E+01 5.7117960E-08
2.0600E+01 5.6617119E-08
2.0800E+01 5.3543673E-08
2.1000E+01 6.0672835E-08
2.1200E+01 5.7481190E-08
2.1400E+01 6.0699105E-08
2.1600E+01 6.1698282E-08
2.1800E+01 5.6892986E-08
2.2000E+01 6.4306548E-08
2.2200E+01 6.3253472E-08
2.2400E+01 5.8398804E-08
2.2600E+01 5.6572630E-08
2.2800E+01 6.3067059E-08
2.3000E+01 6.2513538E-08
2.3200E+01 6.9855198E-08
2.3400E+01 6.0917472E-08
2.3600E+01 6.8915822E-08
2.3800E+01 6.3710518E-08
2.4000E+01 5.9974549E-08
2.4200E+01 6.1291453E-08
2.4400E+01 6.2544975E-08
2.4600E+01 5.8640132E-08
2.4800E+01 7.2163852E-08
2.5000E+01 5.9721010E-08
2.5200E+01 6.4166580E-08
2.5400E+01 6.8426868E-08
2.5600E+01 6.3667384E-08
2.5800E+01 7.3662771E-08
2.6000E+01 7.2227531E-08
2.6200E+01 5.6898536E-08
2.6400E+01 6.3593521E-08
2.6600E+01 6.5428022E-08
2.6800E+01 6.7480309E-08
2.7000E+01 6.3498101E-08
2.7200E+01 6.1035008E-08
2.7400E+01 6.3602023E-08
2.7600E+01 6.9494412E-08
2.7800E+01 6.8149720E-08
2.8000E+01 7.1909796E-08
2.8200E+01 7.1144200E-08
2.8400E+01 7.1703316E-08
2.8600E+01 6.4852513E-08
2.8800E+01 6.9415867E-08
2.9000E+01 6.2605216E-08
2.9200E+01 6.6743685E-08
2.9400E+01 7.3432898E-08
2.9600E+01 6.2066396E-08
2.9800E+01 6.9293160E-08
3.0000E+01 7.1418898E-08
3.0200E+01 7.1164380E-08
3.0400E+01 6.8248104E-08
3.0600E+01 7.7242130E-08
3.0800E+01 6.7178857E-08
3.1000E+01 7.2392771E-08
3.1200E+01 7.1404679E-08
3.1400E+01 6.9692757E-08
3.1600E+01 6.8502770E-08
3.1800E+01 6.9717624E-08
3.2000E+01 7.1987761E-08
3.2200E+01 7.2335863E-08
3.2400E+01 6.9244344E-08
3.2600E+01 7.2077482E-08
3.2800E+01 7.8699077E-08
